Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
0.05627713442587652,-0.632558529378582,-0.7074146107238888,-0.37331702502855085,-0.7867709329060785,-0.03925957902309544,0.5443368539986948,-0.6725865249448935,-1.1168269646146598,2
-0.17682940138379774,0.43383537290684615,-0.9389105904306388,-0.7574704845477518,0.6113456908807656,0.03929074291542282,0.38817404226006164,-0.7561571336649846,0.8415105005313374,2
-0.984932058857335,0.3756684327821869,1.0088486871020177,0.698268940998694,-0.14058257737434393,0.49488261015882873,0.36865369079273247,-0.9790120902518943,0.895163581768214,2
-0.363314630031537,-1.9251571988154652,-0.6355710308148973,-1.1551030128220123,-1.421210409246327,-0.6519520901435377,-0.568323179639066,0.6645432145765651,0.4391123912547626,0
-0.45655724435540695,0.11714869889481032,-0.5717100708957938,-0.5013681782016177,-0.434304557161496,-0.6048218969804268,-0.8416081001816738,1.1102531277503844,-1.224133127088413,0
1.5481589636077915,1.7910639758155735,0.04295166832557732,0.8128410254167014,2.0329600730505812,1.327516022707122,0.7395403686719864,-1.5640063512925326,1.2640285152717408,1
1.905588985182626,0.8797819138625712,-0.9868063103699666,-0.5148472469566774,0.646592328455224,0.5105926745465323,0.700499665737328,-1.1461533076920767,1.6731332597029251,3
0.24276236307361582,-0.6002435626426599,-0.7233798507036646,-0.44745190318137895,-0.164080335757316,0.6519832540358652,-0.11935509589049592,-0.6725865249448935,-0.28520420544307196,2
-0.005884608456703608,1.61010016209441,-0.3003009912396039,-0.04981937490711837,2.2914354152632757,0.3692020950571997,1.1494677494858978,-0.9232983511051668,0.003181106205139936,3
0.5846519489278051,0.7505220469188829,-0.23644003132050048,0.06475270951088889,0.7523322411785985,0.9190543486268274,0.4857757995967074,-1.0625826989719853,0.3318062287810093,3
-0.48763811579669675,-0.20600096846441046,-1.0187367903295184,-1.2090192878422512,-0.8572642080549947,-0.5576917038173157,-1.15393372365894,1.1938237364704758,0.29156641785335186,0
0.4758688988832901,-1.1431350038061507,-0.9947889303598545,-0.872042568965759,-0.4695511947359539,1.5474569241349736,0.17345017611944138,-0.7840140032383482,0.22450006630725605,2
-1.4666855661973288,-1.0074121435152783,-0.8271539105722079,-0.7102937439050429,0.059148368880919816,-0.4477212531033903,-0.6854452884430405,0.4138313884162915,0.35192613424483804,0
-0.13020809422186277,-0.9815601701265403,1.1844663268795523,0.7117480097537539,-0.28156912767217684,-0.7776326052451669,-0.8220877487143445,0.6366863450032014,0.15072707960655068,0
-1.1092555446224948,0.7505220469188829,-0.7632929506531043,-0.7709495533028115,-0.9865018791613418,-0.49485144626650124,-0.5097621252370785,0.46954512756301925,-1.7003042230656933,0
0.39816672028006533,0.6471141533639326,0.6655960275368363,0.4354271002750302,0.2236326775617248,0.3692020950571997,0.0758484187827956,-0.22687661177107377,-0.2784975702884624,2
-1.0160129302986254,0.42090938621247803,-0.7632929506531043,-0.8787821033432889,-0.8455153288635089,-0.9033131203467961,-0.9392098575183195,1.583819910497568,-0.8485615584302766,0
1.2684311206361827,0.7957630003491739,1.120605366960449,2.234882779075498,2.479417482327053,0.6676933184235688,0.7981014230739738,-1.2854376555588953,0.4994721076462488,3
0.8177584847374794,-0.6196325426842134,-0.4040750511081471,-0.5215867813342073,0.34112146947658567,-0.36917093116487204,0.15392982465211222,-0.728300264091621,-0.32544401637072945,2
1.299511992077472,1.8298419358986804,-1.074615130258734,0.07823177826594876,1.351525079944389,0.3534920306694958,-0.6073638825737243,-0.28259035091780127,2.1291844502163766,3
-0.28561245142831226,-1.6020075314562443,-0.8431191505519837,-0.6092007282420951,0.5995968116892794,-0.00783945024768797,-0.9196895060509903,-0.19901974219771015,-0.9894008966770778,2
-0.28561245142831226,0.5566322465033504,-0.8191712905823199,-0.8450844314556396,-1.9381610936717144,-1.217514408100869,-0.7830470457796862,1.583819910497568,0.23120670146186562,0
-0.5964211658412113,-0.6842624761560576,-1.0905803702385097,-1.5796936786063924,-0.034842664650968934,-0.7776326052451669,-0.9001691545836612,0.35811764926956424,0.3385128639356189,0
-0.7518255230476608,-1.3240988175273147,-0.45995339103736266,-0.5418053844667967,-0.2698202484806906,-0.7619225408574634,-0.8025673972470154,0.6924000841499287,-0.16448477266009953,0
-0.5031785515173419,-1.2271539173195485,-1.0825977502486217,-1.4449029910557956,-0.3168157652466352,-1.1232540217746472,-0.9782505604529778,2.558810345565298,0.64031144589305,0
-1.0626342374605597,-0.43866872896304954,0.18663882814356011,-0.14417285619253606,-0.9395063623953973,-0.730502412082056,-0.9977709119203068,0.7759706928700201,-1.0832937888416119,0
0.08735800586716631,0.02020379868704409,-0.9628584504003027,-1.3168518378827287,-1.2097305837995773,-0.6676621545312413,-0.6854452884430405,0.3859745188429279,-1.2643729380160704,0
1.2684311206361827,0.21409359910257655,-0.31626623121937986,-0.46093097193643856,0.7758299995615711,-0.49485144626650124,0.7981014230739738,-1.4525788729990776,1.0158830145511863,3
0.025196262984586736,-0.21246396181159544,-0.8511017705418716,-0.952916981496117,-0.5870399866508148,-1.0289936354484253,-0.8025673972470154,0.4138313884162915,-0.22484448905158574,0
2.3718020568019744,1.8750828893289715,1.6394756663031649,2.2820595197182065,0.29412595271064146,2.065889048929194,0.6614589628026698,-1.4525788729990776,0.512885377955468,1
-0.9538511874160452,-1.5309146046372157,0.7933179473750435,0.3747712908772617,0.11789276483835023,-0.6519520901435377,-0.9392098575183195,0.6088294754298379,0.6000716349653925,0
0.9265415347819934,2.023731736314213,0.5139262477289657,0.6578317347335153,1.0343053417742645,0.3534920306694958,0.7981014230739738,-1.0068689598252583,-0.3053241109069007,3
-1.1869577232257196,0.6923551067942227,-0.555744830916018,-0.44745190318137895,-1.303721617331466,-0.5419816394296122,-1.036811614854965,0.5809726058564743,-0.20472458358775703,0
-0.30115288714895744,0.6471141533639326,1.2882403867480956,0.7184875441312837,-1.2097305837995773,-1.0132835710607218,-0.9001691545836612,0.6645432145765651,-0.09071178595939418,0
-0.22345070854573268,0.21409359910257655,0.3542738479312069,0.10518991577606804,-0.08183818141691351,-0.5262715750419086,-0.2364772046944704,1.249537475617203,-0.03705870472251754,0
-1.12479598034314,-1.2206909239723638,-0.9389105904306388,-1.0135727908938856,-0.2463224900977185,-0.9033131203467961,-0.9392098575183195,0.4138313884162915,0.4122858506363243,0
1.2528906849155377,0.9573378340287844,-0.8750496305115355,-1.431423922300736,1.6334981805400548,3.102753298517635,2.281648134590988,-1.731147568732715,2.7663147899042864,1
-0.7362850873270161,-0.2577049152418856,0.25848240805255174,0.913934041079649,0.18838603998726647,0.8562140910760129,0.0758484187827956,-0.8954414815318031,-0.21813785389697618,3
-0.25453157998702247,-0.39342777553275887,-0.428022911077811,-0.6900751407724534,0.4821080197744186,0.9976046705653457,-0.08031439295583762,-0.17116287262434654,0.7945640544490703,2
-1.8707368949340977,-0.8005963564053769,-0.9149627304609752,-1.1146658065568333,-0.5400444698848706,-0.9347332491222035,-1.0172912633876359,0.8038275624433837,-0.07059188049556543,0
-1.7619538448895826,0.07837073881170328,-0.8750496305115355,-1.0337913940264754,-0.6927798993741897,-0.5734017682050195,-0.5097621252370785,1.1659668668971124,-1.4253321817267004,0
-0.5964211658412113,0.5954102065864565,-1.0347020303092942,-1.2292378909748407,-0.5047978323104123,-0.5262715750419086,-1.0758523177896233,0.6088294754298379,0.2580332420803039,0
-1.0937151089018502,0.02666679203422814,-0.9468932104205269,-1.0135727908938856,-0.7045287785656756,-1.0132835710607218,-1.0172912633876359,0.4138313884162915,-0.9826942615224682,0
1.9677507280652056,1.3515804282070334,-0.1566138314216211,0.7993619566616416,1.85672688517829,3.2912740711700783,2.3987702433949627,-1.6475769600126238,2.518169289183732,1
-0.30115288714895744,-1.5244516112900317,-0.8989974904811991,-0.8990007064758784,-1.3977126508633548,-0.8404728627959815,-1.2124947780609274,0.5252588667097465,-1.6734776824472548,0
0.49140933460393527,-0.2447789285475175,-0.7952234306126561,-0.2789635437431329,0.28237707351915525,0.7933738335251982,0.017287364380808155,-0.6725865249448935,0.15743371476116025,2
0.6312732560897396,0.7957630003491739,0.7454222274357157,2.2281432446979683,1.0108075833912926,2.788552010763562,0.9933049377472649,-1.3968651338523501,0.7677375138306319,1
2.9001768713039024,1.629489142135963,-0.7872408106227682,-0.2991821468757225,-0.22282473171474643,-0.5419816394296122,0.25153158198875797,-0.7561571336649846,0.9354033926958715,3
0.33600497739748575,0.5049282997258753,0.5857698276379569,0.23324106894913493,0.5291035365403631,1.248965700768604,-0.29503825909645787,-0.31044722049116513,1.1902555285710354,2
-0.06804635133928319,0.9444118473344153,1.3920144466166386,1.4126595850168573,0.1648882816042944,-1.484585502691831,0.09536877025012476,-0.8397277423850756,0.35192613424483804,2
-0.7052042158857263,0.8603929338210181,0.43410004783008627,0.30063641272443337,0.0004039729234893981,-1.1703842149377581,0.19297052758677052,-0.17116287262434654,-0.18460467812392828,2
-0.27007201570766765,1.9720277895367377,0.2983955080019914,0.4354271002750302,1.3985205967103331,0.07071087169083028,0.5833775569333531,-0.9232983511051668,0.6872578919753171,3
-1.342362080432169,-1.31763582418013,0.15470834818400847,-0.25200540623301365,-1.6914346306505068,-1.09183389299924,-0.5292824767044076,0.4138313884162915,-0.3589771921437773,0
-1.2335790303876544,-0.5743915892539223,0.04295166832557732,-0.1913495968352449,-0.5517933490763568,-1.2332244724885728,-0.9782505604529778,0.5531157362831101,0.6805512568207074,0
0.025196262984586736,-0.37403879549120533,-0.10073549149240546,-0.5081077125791476,-0.42255567797000976,-0.8876030559590925,-0.5488028281717369,0.6366863450032014,-0.7278421256473042,0
-1.8551964592134524,0.31750149265752686,-0.8590843905317596,-0.9866146533837663,-1.1039906710762026,-0.1649400941247245,-1.1929744265935982,0.5809726058564743,-1.8009037503848369,0
0.5846519489278051,-1.233616910666733,-1.0107541703396303,-0.009382168641939227,-0.3050668860551489,2.568611109335711,1.2080288038878857,-0.5333021770780748,1.6396000839298772,3
4.531922621971622,-0.1866119884228574,2.389841945352631,2.059654885259722,2.1974443817313865,2.0815991133168974,3.218625005022786,-0.9790120902518943,1.0427095551696246,1
-0.20791027282508753,-1.1043570437230446,1.751232346161596,1.1363386755381337,0.09439500645537773,-0.636242025755834,-0.568323179639066,0.5809726058564743,-1.4856918981181866,0
0.39816672028006533,0.388594419476556,2.333963605423415,1.4867944631696857,0.37636810705104395,0.007870614140015624,-0.0412736900211793,-0.25473348134443763,0.7543242435214128,2
-0.6896637801650812,-0.3223348487137302,-0.38012719113848326,-0.8518239658331694,-1.1509861878421468,-0.7619225408574634,-1.0172912633876359,0.3859745188429279,0.030007646823578253,0
-0.5808807301205666,0.02666679203422814,0.1307604882143446,0.10518991577606804,0.24713043594469689,0.18068132240475573,-0.0022329870865209988,0.21883330140274565,-0.02364543441329838,2
0.879920227620059,0.02020379868704409,-0.49188387099691444,0.46238523778514967,1.140045254497639,2.851392268314376,1.2275491553552142,-1.0625826989719853,1.5993602730022198,1
-0.42547637291411716,-0.36757580214402086,-0.5796926908856818,-0.952916981496117,-1.4329592884378128,-0.7147923476943523,-0.9001691545836612,0.35811764926956424,-0.8552681935848861,0
-1.4045238233147492,-1.5503035846787692,-0.7553103306632164,-0.959656515873647,-0.5987888658423011,-0.589111832592723,-0.8025673972470154,0.4138313884162915,0.3988725803271051,0
-0.7518255230476608,0.9896528007647064,-0.7074146107238888,-0.2857030781206628,-0.36381128201257934,-0.07067970779850263,0.0758484187827956,-0.3940178292112563,0.9219901223866522,2
-0.5497998586792768,-0.39342777553275887,0.9370051071930264,0.8195805597942314,0.6583412076467098,1.5003267309718624,0.0758484187827956,-0.9511552206785306,-0.4998165303905785,2
-1.1403364160637846,-0.9621711900849873,-0.27635313126994016,-0.5418053844667967,-1.3742148924803825,-0.08638977218620622,-0.8611284516490029,0.4974019971363829,-1.4789852629635771,0
